BUSINESS_UNIT,JOURNAL_ID,JOURNAL_DATE,FISCAL_YEAR,ACCOUNTING_PERIOD,PROJECT_ID,ACTIVITY_ID,AWARD_ID,FUND_CODE,DEPTID,PROGRAM_CODE,ACCOUNT,ACCOUNT_DESCR,TRANSACTION_SOURCE,SOURCE_DOCUMENT_ID,VENDOR_EMPLOYEE_ID,VENDOR_EMPLOYEE_NAME,TRANSACTION_DESCR,AMOUNT
UNIV1,JR260200203,2/8/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D90015,RDSCI,511000,Faculty Salaries,PAY,PAY2602002292,E100133,Blake Owens,Faculty effort charge,7533.18
UNIV1,JR260200206,2/8/26,2026,8,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D14030,RDSCI,511000,Faculty Salaries,PAY,PAY2602002320,E100032,Taylor Gupta,Faculty salary allocation,8298.2
UNIV1,JR260200248,2/8/26,2026,8,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2602002817,E100148,Blake Johnson,Graduate research assistant stipend,1492.44
UNIV1,JR260200255,2/8/26,2026,8,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D90015,RDSCI,512000,Research Staff Salaries,PAY,PAY2602002898,E100129,Riley Kim,Laboratory technician payroll,4220.55
UNIV1,JR260200266,2/8/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,521000,Fringe Benefits,PAY,PAY2602003033,E100175,Rowan Nguyen,Payroll fringe charge,1201.23
UNIV1,JR260200291,2/8/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2602003308,E100161,Logan Turner,Doctoral research appointment,2057.27
UNIV1,JR260200326,2/8/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,552100,Consultant Services,AP,VCH2602001460,V200006,Scholarly Publishing Group,Specialized technical consulting,3696.9
UNIV1,JR260200386,2/8/26,2026,8,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D13040,RDSCI,533100,Software and Cloud Services,AP,VCH2602001720,V200010,Data Harbor Cloud Systems,Research software license,1457.18
UNIV1,JR260200394,2/8/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D12020,RDSCI,531200,Computing and Office Supplies,AP,VCH2602001752,V200018,Research Participant Services,Computer accessories and office supplies,156.36
UNIV1,JR260200398,2/8/26,2026,8,PRJ-250417-05,ADMIN,AWD-FED-25-00417,52010,D12010,RDSCI,552100,Consultant Services,AP,VCH2602001764,V200018,Research Participant Services,Research methodology consulting,12953.18
UNIV1,JR260200410,2/8/26,2026,8,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,512000,Research Staff Salaries,PAY,PAY2602004679,E100038,Casey Reed,Research scientist payroll,2643.36
UNIV1,JR260200478,2/8/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,521000,Fringe Benefits,PAY,PAY2602005460,E100009,Logan Diaz,Payroll fringe charge,596.52
UNIV1,JR260200003,2/9/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,531100,Laboratory Supplies,AP,VCH2602000011,V200014,Midwest University Subaward Office,Glassware and sample preparation supplies,163.63
UNIV1,JR260200011,2/9/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,521000,Fringe Benefits,PAY,PAY2602000106,E100073,Parker Bennett,Payroll fringe charge,1300.88
UNIV1,JR260200034,2/9/26,2026,8,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,511000,Faculty Salaries,PAY,PAY2602000383,E100025,Finley Gupta,Summer research salary,5873.36
UNIV1,JR260200083,2/9/26,2026,8,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,511000,Faculty Salaries,PAY,PAY2602000937,E100128,Logan Kim,Faculty effort charge,7283.08
UNIV1,JR260200102,2/9/26,2026,8,PRJ-250417-05,ADMIN,AWD-FED-25-00417,52010,D13040,RDSCI,512000,Research Staff Salaries,PAY,PAY2602001155,E100136,Skyler Harris,Laboratory technician payroll,4013.71
UNIV1,JR260200104,2/9/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,521000,Fringe Benefits,PAY,PAY2602001183,E100056,Morgan Martinez,Employer fringe benefit allocation,745.95
UNIV1,JR260200135,2/9/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,512000,Research Staff Salaries,PAY,PAY2602001523,E100018,Sage Ellis,Laboratory technician payroll,2226.48
UNIV1,JR260200185,2/9/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D90015,RDSCI,551100,Subaward Expenditures,AP,VCH2602000828,V200003,Delta Research Instruments LLC,Subrecipient cost reimbursement,26537.14
UNIV1,JR260200197,2/9/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2602002230,E100007,Finley Ibrahim,Graduate research assistant stipend,1390.5
UNIV1,JR260200224,2/9/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,533100,Software and Cloud Services,AP,VCH2602001003,V200020,Advanced Sensor Technologies Inc,Cloud computing usage,177.87
UNIV1,JR260200277,2/9/26,2026,8,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D14030,RDSCI,512000,Research Staff Salaries,PAY,PAY2602003147,E100170,Casey Singh,Research scientist payroll,1819.05
UNIV1,JR260200284,2/9/26,2026,8,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D14030,RDSCI,533100,Software and Cloud Services,AP,VCH2602001276,V200020,Advanced Sensor Technologies Inc,Research software license,4873.07
UNIV1,JR260200291,2/9/26,2026,8,PRJ-250417-05,ADMIN,AWD-FED-25-00417,52010,D13040,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2602003303,E100127,Riley Ellis,Doctoral research appointment,3214.19
UNIV1,JR260200300,2/9/26,2026,8,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,541200,Foreign Travel,TRV,EXP2602000225,V200005,Quantum Compute Services Inc,International collaborator meeting,1565.69
UNIV1,JR260200328,2/9/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,521000,Fringe Benefits,PAY,PAY2602003742,E100087,Drew Ibrahim,Benefit pool assessment,2320.15
UNIV1,JR260200344,2/9/26,2026,8,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2602003915,E100131,Jordan Chen,Graduate research assistant stipend,2190.08
UNIV1,JR260200348,2/9/26,2026,8,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,512000,Research Staff Salaries,PAY,PAY2602003960,E100097,Logan Kim,Research scientist payroll,1744.5
UNIV1,JR260200349,2/9/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,521000,Fringe Benefits,PAY,PAY2602003982,E100170,Casey Singh,Employer fringe benefit allocation,3682.23
UNIV1,JR260200404,2/9/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2602004611,E100016,Taylor Walker,Graduate assistant payroll,2186.27
UNIV1,JR260200415,2/9/26,2026,8,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D90015,RDSCI,512000,Research Staff Salaries,PAY,PAY2602004739,E100151,Sage Foster,Research scientist payroll,3580.33
UNIV1,JR260200439,2/9/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12020,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2602005013,E100074,Jordan Reed,Doctoral research appointment,2394.96
UNIV1,JR260200440,2/9/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,531200,Computing and Office Supplies,AP,VCH2602001937,V200020,Advanced Sensor Technologies Inc,Computer accessories and office supplies,1393.97
UNIV1,JR260200476,2/9/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,512000,Research Staff Salaries,PAY,PAY2602005430,E100099,Jordan Ibrahim,Research scientist payroll,1851.36
UNIV1,JR260200499,2/9/26,2026,8,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2602005708,E100066,Avery Gupta,Graduate research assistant stipend,2098.98
UNIV1,JR260200512,2/9/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,512000,Research Staff Salaries,PAY,PAY2602005845,E100105,Rowan Harris,Laboratory technician payroll,4522.85
UNIV1,JR260200516,2/9/26,2026,8,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2602005897,E100170,Casey Singh,Graduate assistant payroll,2803.22
UNIV1,JR260200536,2/9/26,2026,8,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D12020,RDSCI,514000,Temporary Wages,PAY,PAY2602006111,E100087,Drew Ibrahim,Student hourly wages,885.12
UNIV1,JR260200551,2/9/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,511000,Faculty Salaries,PAY,PAY2602006277,E100005,Jordan Ellis,Faculty salary allocation,6651.26
UNIV1,JR260200012,2/10/26,2026,8,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D12010,RDSCI,511000,Faculty Salaries,PAY,PAY2602000119,E100048,Hayden Patel,Summer research salary,5587.64
UNIV1,JR260200012,2/10/26,2026,8,PRJ-250417-05,ADMIN,AWD-FED-25-00417,52010,D14030,RDSCI,531100,Laboratory Supplies,AP,VCH2602000054,V200002,Northstar Laboratory Products Inc,Reagents and consumable laboratory supplies,1160.44
UNIV1,JR260200108,2/10/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,531100,Laboratory Supplies,AP,VCH2602000475,V200004,Bayou Chemical and Glass Co,Field sampling consumables,315.63
UNIV1,JR260200110,2/10/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,514000,Temporary Wages,PAY,PAY2602001243,E100146,Sage Owens,Student hourly wages,287.41
UNIV1,JR260200157,2/10/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,512000,Research Staff Salaries,PAY,PAY2602001776,E100068,Alex Harris,Postdoctoral researcher payroll,2586.97
UNIV1,JR260200167,2/10/26,2026,8,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,521000,Fringe Benefits,PAY,PAY2602001880,E100178,Rowan Nguyen,Employer fringe benefit allocation,1504.52
UNIV1,JR260200169,2/10/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,511000,Faculty Salaries,PAY,PAY2602001901,E100063,Parker Johnson,Faculty salary allocation,2933.46
UNIV1,JR260200176,2/10/26,2026,8,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D13040,RDSCI,521000,Fringe Benefits,PAY,PAY2602001979,E100019,Reese Martinez,Benefit pool assessment,345.06
UNIV1,JR260200185,2/10/26,2026,8,PRJ-250417-05,ADMIN,AWD-FED-25-00417,52010,D12010,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2602002079,E100026,Skyler Kim,Doctoral research appointment,959.34
UNIV1,JR260200196,2/10/26,2026,8,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,521000,Fringe Benefits,PAY,PAY2602002212,E100165,Emerson Martinez,Employer fringe benefit allocation,556.43
UNIV1,JR260200211,2/10/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,531100,Laboratory Supplies,AP,VCH2602000949,V200017,Campus Central Stores,Reagents and consumable laboratory supplies,149.93
UNIV1,JR260200226,2/10/26,2026,8,PRJ-250417-05,ADMIN,AWD-FED-25-00417,52010,D12010,RDSCI,514000,Temporary Wages,PAY,PAY2602002562,E100050,Casey Adams,Student hourly wages,259.8
UNIV1,JR260200285,2/10/26,2026,8,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D12010,RDSCI,571100,Publication and Dissemination,AP,VCH2602001279,V200016,Vector Consulting Associates,Scientific poster printing,4374.45
UNIV1,JR260200295,2/10/26,2026,8,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D12020,RDSCI,512000,Research Staff Salaries,PAY,PAY2602003360,E100017,Alex Martinez,Laboratory technician payroll,4929.04
UNIV1,JR260200302,2/10/26,2026,8,PRJ-250417-03,INDIRECT,AWD-FED-25-00417,52010,D12010,RDSCI,590100,Facilities and Administrative Costs,IDC,IDC2602000223,V200002,Northstar Laboratory Products Inc,Facilities and administrative cost allocation,9629.46
UNIV1,JR260200335,2/10/26,2026,8,PRJ-250417-02,INDIRECT,AWD-FED-25-00417,52010,D14030,RDSCI,590100,Facilities and Administrative Costs,IDC,IDC2602000249,V200009,Precision Field Equipment LLC,Facilities and administrative cost allocation,7147.25
UNIV1,JR260200338,2/10/26,2026,8,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D90015,RDSCI,511000,Faculty Salaries,PAY,PAY2602003840,E100025,Finley Gupta,Summer research salary,9338.16
UNIV1,JR260200401,2/10/26,2026,8,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D12010,RDSCI,511000,Faculty Salaries,PAY,PAY2602004582,E100011,Logan Johnson,Faculty effort charge,8303.27
UNIV1,JR260200402,2/10/26,2026,8,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,531200,Computing and Office Supplies,AP,VCH2602001780,V200004,Bayou Chemical and Glass Co,General project supplies,34.86
UNIV1,JR260200406,2/10/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,512000,Research Staff Salaries,PAY,PAY2602004638,E100032,Taylor Gupta,Postdoctoral researcher payroll,1647.44
UNIV1,JR260200414,2/10/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,514000,Temporary Wages,PAY,PAY2602004721,E100108,Finley Walker,Student hourly wages,1265.17
UNIV1,JR260200416,2/10/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,552100,Consultant Services,AP,VCH2602001834,V200009,Precision Field Equipment LLC,External statistical consulting,1284.98
UNIV1,JR260200425,2/10/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,541100,Domestic Travel,TRV,EXP2602000331,V200017,Campus Central Stores,Field research travel,493.61
UNIV1,JR260200427,2/10/26,2026,8,PRJ-250417-05,ADMIN,AWD-FED-25-00417,52010,D13040,RDSCI,512000,Research Staff Salaries,PAY,PAY2602004871,E100028,Skyler Bennett,Postdoctoral researcher payroll,3651.97
UNIV1,JR260200444,2/10/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2602005071,E100056,Morgan Martinez,Graduate research assistant stipend,1215.55
UNIV1,JR260200461,2/10/26,2026,8,PRJ-250417-05,ADMIN,AWD-FED-25-00417,52010,D90015,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2602005269,E100066,Avery Gupta,Graduate assistant payroll,2378.83
UNIV1,JR260200478,2/10/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,521000,Fringe Benefits,PAY,PAY2602005453,E100132,Reese Turner,Employer fringe benefit allocation,2795.29
UNIV1,JR260200502,2/10/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12020,RDSCI,531100,Laboratory Supplies,AP,VCH2602002216,V200020,Advanced Sensor Technologies Inc,Glassware and sample preparation supplies,27.79
UNIV1,JR260200519,2/10/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D90015,RDSCI,521000,Fringe Benefits,PAY,PAY2602005934,E100106,Hayden Martinez,Benefit pool assessment,1762.08
UNIV1,JR260200538,2/10/26,2026,8,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D12010,RDSCI,512000,Research Staff Salaries,PAY,PAY2602006136,E100177,Taylor Martinez,Laboratory technician payroll,3615.65
UNIV1,JR260200544,2/10/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,561100,Core Facility Charges,INT,JRN2602000344,V200016,Vector Consulting Associates,Microscopy core facility usage,3634.81
UNIV1,JR260200036,2/11/26,2026,8,PRJ-250417-05,ADMIN,AWD-FED-25-00417,52010,D14030,RDSCI,512000,Research Staff Salaries,PAY,PAY2602000413,E100091,Logan Adams,Postdoctoral researcher payroll,5904.53
UNIV1,JR260200051,2/11/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D12020,RDSCI,521000,Fringe Benefits,PAY,PAY2602000578,E100159,Finley Walker,Benefit pool assessment,547.87
UNIV1,JR260200099,2/11/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,512000,Research Staff Salaries,PAY,PAY2602001121,E100074,Jordan Reed,Postdoctoral researcher payroll,3090.79
UNIV1,JR260200120,2/11/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,511000,Faculty Salaries,PAY,PAY2602001346,E100014,Morgan Owens,Faculty salary allocation,4871.26
UNIV1,JR260200121,2/11/26,2026,8,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,514000,Temporary Wages,PAY,PAY2602001364,E100160,Finley Martinez,Hourly research assistant wages,633.59
UNIV1,JR260200171,2/11/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D90015,RDSCI,521000,Fringe Benefits,PAY,PAY2602001924,E100134,Hayden Lewis,Benefit pool assessment,746.49
UNIV1,JR260200173,2/11/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,512000,Research Staff Salaries,PAY,PAY2602001945,E100107,Quinn Harris,Research scientist payroll,5260.31
UNIV1,JR260200203,2/11/26,2026,8,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D14030,RDSCI,531100,Laboratory Supplies,AP,VCH2602000911,V200011,Genome Analytics Partners,Field sampling consumables,5474.46
UNIV1,JR260200309,2/11/26,2026,8,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D90015,RDSCI,514000,Temporary Wages,PAY,PAY2602003511,E100056,Morgan Martinez,Temporary field staff wages,772.88
UNIV1,JR260200355,2/11/26,2026,8,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2602004051,E100075,Avery Foster,Doctoral research appointment,1390.07
UNIV1,JR260200368,2/11/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,521000,Fringe Benefits,PAY,PAY2602004201,E100091,Logan Adams,Payroll fringe charge,3513.65
UNIV1,JR260200390,2/11/26,2026,8,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D13040,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2602004440,E100013,Emerson Harris,Credit: graduate research assistant stipend,-700
UNIV1,JR260200428,2/11/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D90015,RDSCI,521000,Fringe Benefits,PAY,PAY2602004882,E100025,Finley Gupta,Employer fringe benefit allocation,973.01
UNIV1,JR260200475,2/11/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D90015,RDSCI,512000,Research Staff Salaries,PAY,PAY2602005415,E100138,Blake Ibrahim,Postdoctoral researcher payroll,1663.41
UNIV1,JR260200498,2/11/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,514000,Temporary Wages,PAY,PAY2602005695,E100126,Blake Gupta,Hourly research assistant wages,562.19
UNIV1,JR260200028,2/12/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,521000,Fringe Benefits,PAY,PAY2602000317,E100027,Casey Foster,Payroll fringe charge,1183.59
UNIV1,JR260200075,2/12/26,2026,8,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D14030,RDSCI,571100,Publication and Dissemination,AP,VCH2602000331,V200014,Midwest University Subaward Office,Scientific poster printing,597.04
UNIV1,JR260200079,2/12/26,2026,8,PRJ-250417-05,ADMIN,AWD-FED-25-00417,52010,D14030,RDSCI,531100,Laboratory Supplies,AP,VCH2602000353,V200001,Apex Scientific Supply LLC,Reagents and consumable laboratory supplies,2478.52
UNIV1,JR260200143,2/12/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,512000,Research Staff Salaries,PAY,PAY2602001611,E100110,Reese Patel,Laboratory technician payroll,2117.02
UNIV1,JR260200170,2/12/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2602001917,E100115,Finley Turner,Graduate research assistant stipend,2091.02
UNIV1,JR260200180,2/12/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,531100,Laboratory Supplies,AP,VCH2602000810,V200011,Genome Analytics Partners,Glassware and sample preparation supplies,379.07
UNIV1,JR260200183,2/12/26,2026,8,PRJ-250417-05,ADMIN,AWD-FED-25-00417,52010,D12020,RDSCI,511000,Faculty Salaries,PAY,PAY2602002065,E100121,Alex Turner,Faculty effort charge,7236.68
UNIV1,JR260200193,2/12/26,2026,8,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D13040,RDSCI,531100,Laboratory Supplies,AP,VCH2602000867,V200010,Data Harbor Cloud Systems,Reagents and consumable laboratory supplies,59.29
UNIV1,JR260200210,2/12/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2602002372,E100081,Emerson Turner,Graduate research assistant stipend,974.23
UNIV1,JR260200240,2/12/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D90015,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2602002717,E100115,Finley Turner,Doctoral research appointment,2170.34
UNIV1,JR260200240,2/12/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,514000,Temporary Wages,PAY,PAY2602002718,E100079,Quinn Patel,Hourly research assistant wages,241.57
UNIV1,JR260200252,2/12/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,511000,Faculty Salaries,PAY,PAY2602002859,E100003,Riley Singh,Faculty effort charge,4431.33
UNIV1,JR260200252,2/12/26,2026,8,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,521000,Fringe Benefits,PAY,PAY2602002861,E100035,Parker Owens,Payroll fringe charge,798.15
UNIV1,JR260200257,2/12/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12020,RDSCI,521000,Fringe Benefits,PAY,PAY2602002925,E100111,Morgan Walker,Benefit pool assessment,477.01
UNIV1,JR260200274,2/12/26,2026,8,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,531100,Laboratory Supplies,AP,VCH2602001231,V200002,Northstar Laboratory Products Inc,Credit: reagents and consumable laboratory supplies,-295.83
UNIV1,JR260200317,2/12/26,2026,8,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,531100,Laboratory Supplies,AP,VCH2602001413,V200016,Vector Consulting Associates,Reagents and consumable laboratory supplies,2525.97
UNIV1,JR260200324,2/12/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,512000,Research Staff Salaries,PAY,PAY2602003687,E100079,Quinn Patel,Laboratory technician payroll,5722.58
UNIV1,JR260200335,2/12/26,2026,8,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,531100,Laboratory Supplies,AP,VCH2602001505,V200010,Data Harbor Cloud Systems,Glassware and sample preparation supplies,1116.74
UNIV1,JR260200336,2/12/26,2026,8,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D90015,RDSCI,561100,Core Facility Charges,INT,JRN2602000183,V200007,National Research Travel Services,Genomics core service charge,177.82
UNIV1,JR260200347,2/12/26,2026,8,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,531200,Computing and Office Supplies,AP,VCH2602001551,V200011,Genome Analytics Partners,Data storage media and peripherals,377.78
UNIV1,JR260200359,2/12/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12020,RDSCI,511000,Faculty Salaries,PAY,PAY2602004094,E100128,Logan Kim,Summer research salary,6261.89
UNIV1,JR260200366,2/12/26,2026,8,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,512000,Research Staff Salaries,PAY,PAY2602004174,E100157,Riley Harris,Laboratory technician payroll,3060.84
UNIV1,JR260200430,2/12/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,541100,Domestic Travel,TRV,EXP2602000333,V200007,National Research Travel Services,Domestic conference travel,3611.93
UNIV1,JR260200464,2/12/26,2026,8,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,541100,Domestic Travel,TRV,EXP2602000347,V200011,Genome Analytics Partners,Domestic conference travel,183.08
UNIV1,JR260200472,2/12/26,2026,8,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D12010,RDSCI,541100,Domestic Travel,TRV,EXP2602000354,V200019,Open Access Journal Services,Field research travel,453.88
UNIV1,JR260200537,2/12/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,531200,Computing and Office Supplies,AP,VCH2602002380,V200016,Vector Consulting Associates,Data storage media and peripherals,381.3
UNIV1,JR260200004,2/13/26,2026,8,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D12020,RDSCI,531100,Laboratory Supplies,AP,VCH2602000016,V200020,Advanced Sensor Technologies Inc,Field sampling consumables,153.88
UNIV1,JR260200037,2/13/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2602000423,E100042,Morgan Reed,Doctoral research appointment,2724.61
UNIV1,JR260200056,2/13/26,2026,8,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,512000,Research Staff Salaries,PAY,PAY2602000634,E100158,Avery Kim,Postdoctoral researcher payroll,3958.64
UNIV1,JR260200065,2/13/26,2026,8,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,521000,Fringe Benefits,PAY,PAY2602000733,E100166,Riley Walker,Employer fringe benefit allocation,683.21
